2026-07-13 20:18:52 MainThread INFO Discovered 13 campuses: Bega Valley Campus, Class conducted at a non UOW campus, Innovation Campus, On Campus Subject Delivered Online, Pre Recorded Activity, Shoalhaven Campus, Southern Highlands Campus, Sydney CBD Campus, UOW College Wollongong, UOW Eurobodalla Campus, UOW Liverpool, UOW Sutherland, Wollongong Campus
2026-07-13 20:18:52 MainThread INFO Bega Valley Campus: 9 rooms found.
2026-07-13 20:18:53 MainThread INFO Class conducted at a non UOW campus: 12 rooms found.
2026-07-13 20:18:53 MainThread INFO Innovation Campus: 6 rooms found.
2026-07-13 20:18:54 MainThread INFO On Campus Subject Delivered Online: 114 rooms found.
2026-07-13 20:18:54 MainThread INFO Pre Recorded Activity: 38 rooms found.
2026-07-13 20:18:54 MainThread INFO Shoalhaven Campus: 22 rooms found.
2026-07-13 20:18:55 MainThread INFO Southern Highlands Campus: 4 rooms found.
2026-07-13 20:18:55 MainThread INFO Sydney CBD Campus: 14 rooms found.
2026-07-13 20:18:56 MainThread INFO UOW College Wollongong: 24 rooms found.
2026-07-13 20:18:56 MainThread INFO UOW Eurobodalla Campus: 8 rooms found.
2026-07-13 20:18:56 MainThread INFO UOW Liverpool: 31 rooms found.
2026-07-13 20:18:57 MainThread INFO UOW Sutherland: 8 rooms found.
2026-07-13 20:18:57 MainThread INFO Wollongong Campus: 270 rooms found.
2026-07-13 20:19:14 worker-5 WARNING [Pre Recorded Activity/Refer to Moodle] all-weeks request errored (attempt 1/5) - requeuing, refreshing session state
2026-07-13 20:19:14 worker-6 INFO [Pre Recorded Activity/Refer to Moodle] 25 entries, 270 rows written
2026-07-13 20:19:14 worker-7 INFO [Pre Recorded Activity/Refer to Moodle] 25 entries, 282 rows written
2026-07-13 20:19:14 worker-0 INFO [Pre Recorded Activity/Refer to Moodle] 21 entries, 238 rows written
2026-07-13 20:19:15 worker-29 INFO [Pre Recorded Activity/Refer to Moodle] 25 entries, 282 rows written
2026-07-13 20:19:15 worker-2 INFO [Pre Recorded Activity/Refer to Moodle] 22 entries, 248 rows written
2026-07-13 20:19:15 worker-12 INFO [Pre Recorded Activity/Refer to Moodle] 23 entries, 256 rows written
2026-07-13 20:19:15 worker-11 INFO [Pre Recorded Activity/Refer to Moodle] 41 entries, 442 rows written
2026-07-13 20:19:15 worker-13 INFO [Pre Recorded Activity/Refer to Moodle] 35 entries, 389 rows written
2026-07-13 20:19:15 worker-4 INFO [Pre Recorded Activity/Refer to Moodle] 55 entries, 591 rows written
2026-07-13 20:19:15 worker-18 INFO [Pre Recorded Activity/Refer to Moodle] 35 entries, 383 rows written
2026-07-13 20:19:15 worker-27 INFO [Pre Recorded Activity/Refer to Moodle] 22 entries, 230 rows written
2026-07-13 20:19:15 worker-30 INFO [Pre Recorded Activity/Refer to Moodle] 51 entries, 538 rows written
2026-07-13 20:19:16 worker-28 INFO [Pre Recorded Activity/Refer to Moodle] 26 entries, 292 rows written
2026-07-13 20:19:16 worker-22 INFO [Pre Recorded Activity/Refer to Moodle] 25 entries, 266 rows written
